"SKU","Qtd Vendida","Data da Venda","Código Cliente","Produto","Marca","","Categoria","Preço Unitário","","Custo Unitário","Preço com Desconto","Ticket","Loja","Gerente","Data de Nascimento","Nome Cliente","Sobrenome cliente","","Gênero"
"HL1009","4","12/29/2016","93","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","São Paulo - SP","Arthur Barreto","1/20/1999","Caio","Camara","","M"
"HL1023","4","12/29/2016","308","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Campinas - SP","Arthur Barreto","4/14/1951","Ana","Pinheiro","","F"
"HL1011","4","12/29/2016","11","Tablet M10 Android","Samsung","","Tablet","2000","","1100","1700","Ticket Baixo","Rio de Janeiro - RJ","João Pedro","8/10/1985","Andressa","Nogueira","","F"
"HL1007","4","12/29/2016","247","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","João Pedro","4/3/1980","José","Rodrigues","","M"
"HL1023","4","12/29/2016","508","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Belo Horizonte - MG","Pedro Henrique","2/14/1960","Jéssica","Cardoso","","F"
"HL1001","3","12/29/2016","60","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Curitiba - PR","Eduardo Julianelli","7/2/1968","Caroline","Ferreira","","F"
"HL1005","3","12/29/2016","182","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Niterói - RJ","Allan Centurione","11/8/1954","Jorge","Mello","","M"
"HL1001","5","12/29/2016","122","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Allan Centurione","5/29/1969","João","Bernhardt","","M"
"HL1021","5","12/29/2016","167","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Belo Horizonte - MG","Alfredo Araújo","8/6/1961","Filipe","Seixas","","M"
"HL1016","5","12/29/2016","202","Smart Watch Galaxy","Samsung","","Smart Watch","1450","","700","1232","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","9/15/1983","Raphael","Pinto","","M"
"HL1021","5","12/29/2016","722","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Salvador - BA","Pedro Henrique","9/16/1999","Pedro","Cardoso","","M"
"HL1006","2","12/29/2016","86","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","online","Diego Amorim","3/29/1982","Gustavo","Soledade","","M"
"HL1021","5","12/30/2016","176","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Marcus Cavalcanti","9/1/1978","Stela","Perdomo","","F"
"HL1013","5","12/30/2016","53","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","8/24/1955","Thomaz","Felippe","","M"
"HL1023","4","12/30/2016","710","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","3/4/1988","Priscila","Ramos","","F"
"HL1009","4","12/30/2016","500","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Guarulhos - SP","Marcus Cavalcanti","3/18/1958","Natalia","Gomes","","F"
"HL1009","4","12/30/2016","2","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Marcus Cavalcanti","7/16/1982","Vanessa","Fernandes","","F"
"HL1001","4","12/30/2016","414","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Marcus Cavalcanti","10/4/1984","Silvio","Rodrigues","","M"
"HL1001","2","12/30/2016","374","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Marcus Cavalcanti","5/27/1974","Tiago","Teixeira","","M"
"HL1005","1","12/30/2016","137","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","7/24/1973","João","Rodrigues","","M"
"HL1004","4","12/30/2016","428","Apple Watch","Apple","","Smart Watch","1750","","900","1488","Ticket Baixo","online","Allan Centurione","4/19/1988","Felipe","Nascimento","","M"
"HL1003","3","12/30/2016","18","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Rio de Janeiro - RJ","Giovanna Menaged","5/23/1983","Raphael","Mattos","","M"
"HL1019","3","12/30/2016","191","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Guarulhos - SP","Pedro Henrique","12/2/1960","Danilo","Ribeiro","","M"
"HL1001","3","12/30/2016","739","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Porto Alegre - RS","João Pedro","8/21/1954","Thiago","Nucci","","M"
"HL1015","3","12/30/2016","147","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Niterói - RJ","Arthur Barreto","7/21/1961","Henrique","Teraoka","","M"
"HL1001","3","12/30/2016","46","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Arthur Barreto","5/29/1967","Ana","Rodrigues","","F"
"HL1007","3","12/30/2016","503","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Arthur Barreto","2/28/1962","Tiago","Santos","","M"
"HL1023","3","12/30/2016","297","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Recife - PE","Diego Amorim","4/3/1995","Vanessa","Nóbrega","","F"
"HL1020","3","12/30/2016","56","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Guarulhos - SP","Diego Amorim","4/14/1966","Mateus","Miranda","","M"
"HL1005","3","12/30/2016","779","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Carolina Cotta","4/27/1981","Sandy","Costa","","F"
"HL1022","4","12/30/2016","481","iPad 32GB Wifi","Apple","","Tablet","750","","350","638","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","7/13/1950","Cláudio","Marins","","M"
"HL1001","5","12/30/2016","54","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Niterói - RJ","Allan Centurione","6/25/1971","Beatriz","Calmon","","F"
"HL1001","5","12/30/2016","184","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Carolina Biccas","10/28/1996","Henrique","Figueiredo","","M"
"HL1005","5","12/30/2016","117","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Niterói - RJ","Natália Candiotto","2/1/1950","Antônio","Cunha","","M"
"HL1007","5","12/30/2016","676","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Eduardo Julianelli","7/17/1950","Rojane","Braga","","F"
"HL1001","5","12/30/2016","703","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Campinas - SP","Giovanna Menaged","7/13/1997","Carlos","Cavalcante","","M"
"HL1009","2","12/30/2016","46","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Salvador - BA","João Pedro","5/29/1967","Giuseppe","Rachide","","M"
"HL1023","2","12/30/2016","363","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Niterói - RJ","Arthur Barreto","4/22/1993","David","Duque","","M"
"HL1015","2","12/30/2016","575","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Carolina Cotta","8/3/1987","Bianca","Freitas","","F"
"HL1007","2","12/30/2016","267","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","6/30/2000","Pedro","Correa","","M"
"HL1001","2","12/30/2016","594","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Diego Amorim","3/23/1993","Ingra","Rodrigues","","F"
"HL1007","3","12/30/2016","627","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Giovanna Menaged","2/19/1967","Tainah","Araujo","","F"
"HL1015","1","12/30/2016","551","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Diego Amorim","10/31/1969","Roger","Medeiros","","M"
"HL1002","4","12/30/2016","665","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Guarulhos - SP","Carolina Biccas","2/6/1997","Victor","Meirelles","","M"
"HL1015","2","12/31/2016","574","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Campinas - SP","Carolina Cotta","11/20/1961","Alexandre","Essaber","","M"
"HL1001","3","12/31/2016","709","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Marcus Cavalcanti","10/8/1964","Lucas","Mello","","M"
"HL1007","1","12/31/2016","324","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Rio de Janeiro - RJ","Matheus Leal","6/5/1980","Rilson","Botelho","","M"
"HL1001","3","12/31/2016","780","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Porto Alegre - RS","Marcus Cavalcanti","8/18/1982","Roberto","Lacerda","","M"
"HL1019","4","12/31/2016","77","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Porto Alegre - RS","Allan Centurione","7/12/1981","Daniela","Gouvêa","","F"
"HL1006","3","12/31/2016","597","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","São Paulo - SP","Diego Amorim","6/18/1967","Juliana","Ribeiro","","F"
"HL1001","3","12/31/2016","502","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Allan Centurione","4/14/1991","Gustavo","Stefanelli","","M"
"HL1010","5","12/31/2016","366","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Guarulhos - SP","Allan Centurione","1/29/1984","Vitor","Santos","","M"
"HL1009","5","12/31/2016","545","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Curitiba - PR","Matheus Leal","6/16/1970","Isabelle","Carvalho","","F"
"HL1013","3","12/31/2016","729","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","5/24/1992","Milena","Lopes","","F"
"HL1023","2","12/31/2016","697","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Campinas - SP","Carolina Biccas","4/2/1978","Leandro","Machado","","M"
"HL1023","2","12/31/2016","433","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Carolina Biccas","9/15/1957","Julia","Thome","","F"
"HL1008","2","12/31/2016","125","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Salvador - BA","Carolina Biccas","8/5/1992","Breno","Morais","","M"
"HL1023","2","12/31/2016","134","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Porto Alegre - RS","Diego Amorim","9/29/1974","Luis","Silva","","F"
"HL1007","1","12/31/2016","735","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Niterói - RJ","Carolina Biccas","7/26/1990","Renan","Portela","","M"
"HL1021","1","12/31/2016","536","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Carolina Biccas","9/11/1992","Carolina","Araujo","","F"
"HL1023","1","12/31/2016","163","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Belo Horizonte - MG","Diego Amorim","10/19/1971","Carolina","Barrozo","","F"
"HL1006","1","12/31/2016","460","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Niterói - RJ","Diego Amorim","9/4/1966","Jessica","Penteado","","F"
"HL1015","5","12/31/2016","570","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","3/18/1968","Mariana","Chou","","F"
"HL1006","4","1/1/2017","515","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","3/30/1977","Cícero","Freire","","M"
"HL1001","5","1/1/2017","192","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Marcus Cavalcanti","10/25/1980","Laura","Souza","","F"
"HL1001","5","1/1/2017","404","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Marcus Cavalcanti","10/1/1959","Milena","Mendonça","","F"
"HL1009","5","1/1/2017","127","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","4/13/1972","Matheus","Alcoforado","","M"
"HL1001","4","1/1/2017","183","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Marcus Cavalcanti","9/27/1975","Bárbara","Vasconcelos","","M"
"HL1001","4","1/1/2017","611","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Marcus Cavalcanti","10/6/1961","Diego","Quinto","","M"
"HL1008","2","1/1/2017","593","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","3/30/1985","Monique","Dantas","","F"
"HL1019","2","1/1/2017","367","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Guarulhos - SP","Marcus Cavalcanti","2/9/1990","João","Britto","","M"
"HL1012","2","1/1/2017","725","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","online","Marcus Cavalcanti","5/1/1984","Giulia","Ramos","","F"
"HL1008","1","1/1/2017","698","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","6/25/1992","Marina","Rodrigues","","F"
"HL1024","4","1/1/2017","279","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Rio de Janeiro - RJ","Carolina Cotta","2/24/1976","Victor","Barros","","M"
"HL1007","4","1/1/2017","600","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Rio de Janeiro - RJ","Carolina Biccas","5/7/1971","Jéssica","Abreu","","F"
"HL1007","4","1/1/2017","111","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Carolina Biccas","5/3/1976","Bruno","Martins","","M"
"HL1024","4","1/1/2017","102","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Carolina Biccas","7/6/1968","Lorena","Garcia","","F"
"HL1024","4","1/1/2017","21","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Guarulhos - SP","Natália Candiotto","3/23/2000","Rafaela","Perdomo","","F"
"HL1006","3","1/1/2017","612","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Curitiba - PR","Eduardo Julianelli","1/28/1989","Wellington","Guadagnino","","M"
"HL1016","3","1/1/2017","425","Smart Watch Galaxy","Samsung","","Smart Watch","1450","","700","1232","Ticket Baixo","online","Alfredo Araújo","2/23/1989","Carlos","Mello","","M"
"HL1012","3","1/1/2017","385","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Niterói - RJ","Carolina Biccas","5/19/1994","Pedro","Oliveira","","M"
"HL1009","3","1/1/2017","469","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Carolina Cotta","10/20/2000","William","Souza","","M"
"HL1007","3","1/1/2017","172","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Campinas - SP","Carolina Cotta","3/9/1999","Cecília","Kohn","","F"
"HL1003","3","1/1/2017","141","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","online","Allan Centurione","12/15/1953","Raissa","Ribeiro","","F"
"HL1018","5","1/1/2017","131","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Allan Centurione","8/19/1990","Marina","Nucci","","F"
"HL1013","5","1/1/2017","686","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","online","Alfredo Araújo","10/7/1958","Guilherme","Junqueira","","M"
"HL1003","5","1/1/2017","15","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Campinas - SP","Matheus Leal","4/13/1993","Victor","Santana","","M"
"HL1001","2","1/1/2017","363","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Matheus Leal","4/22/1993","Adriane","Verly","","F"
"HL1005","2","1/1/2017","30","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","online","Carolina Cotta","1/14/1991","Hygor","Passos","","M"
"HL1006","2","1/1/2017","628","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Guarulhos - SP","Carolina Cotta","8/14/1990","William","Vianna","","M"
"HL1001","1","1/1/2017","214","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Niterói - RJ","Carolina Biccas","5/13/1952","Pedro","Veiga","","M"
"HL1009","1","1/1/2017","441","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Carolina Biccas","11/6/1993","Carlos","Almeida","","M"
"HL1020","1","1/1/2017","721","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","São Paulo - SP","Arthur Barreto","11/15/1963","Raphael","Vasconcelos","","M"
"HL1015","1","1/1/2017","488","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Natália Candiotto","6/25/1981","João","Almeida","","M"
"HL1001","1","1/1/2017","500","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Pedro Henrique","3/18/1958","Jessica","Morete","","F"
"HL1019","1","1/1/2017","689","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Guarulhos - SP","Giovanna Menaged","2/12/1990","Rebeca","Souza","","F"
"HL1023","3","1/2/2017","7","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","1/20/1955","Eduardo","Rodrigues","","M"
"HL1007","4","1/2/2017","761","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Guarulhos - SP","Marcus Cavalcanti","9/24/1992","Raissa","Miura","","F"
"HL1002","2","1/2/2017","621","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","12/5/1952","Cláudio","Ferreira","","M"
"HL1008","3","1/2/2017","568","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","online","Marcus Cavalcanti","6/18/1972","Thales","Marins","","M"
"HL1010","4","1/2/2017","246","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Niterói - RJ","Allan Centurione","6/23/1981","Caroline","Silva","","F"
"HL1014","4","1/2/2017","636","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Curitiba - PR","Allan Centurione","3/11/1974","João","Ribeiro","","M"
"HL1020","4","1/2/2017","208","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","São Paulo - SP","Carolina Cotta","8/26/1980","Igor","Santos","","M"
"HL1005","4","1/2/2017","503","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Niterói - RJ","Arthur Barreto","2/28/1962","Leandro","Miura","","M"
"HL1015","4","1/2/2017","746","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Natália Candiotto","7/19/1955","Raphael","Rocha","","M"
"HL1005","4","1/2/2017","3","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Salvador - BA","João Pedro","3/15/1964","Beatriz","Maia","","F"
"HL1001","3","1/2/2017","636","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Pedro Henrique","3/11/1974","Beatriz","Neves","","F"
"HL1023","3","1/2/2017","63","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Natália Candiotto","8/31/1980","Vanessa","Freitas","","F"
"HL1001","3","1/2/2017","636","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","João Pedro","3/11/1974","Luiz","Ribeiro","","M"
"HL1002","3","1/2/2017","246","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Guarulhos - SP","Arthur Barreto","6/23/1981","Breno","Figueiredo","","M"
"HL1021","3","1/2/2017","646","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Diego Amorim","8/23/1958","Helena","Barbosa","","F"
"HL1001","5","1/2/2017","461","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Marcus Cavalcanti","10/21/1955","José","Cunha","","M"
"HL1001","3","1/2/2017","33","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Carolina Biccas","8/30/1982","Felipe","Silva","","M"
"HL1007","3","1/2/2017","77","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","7/12/1981","Juliana","Júnior","","F"
"HL1021","5","1/2/2017","111","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Carolina Cotta","5/3/1976","Alon","Ribeiro","","M"
"HL1024","5","1/2/2017","228","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Rio de Janeiro - RJ","Natália Candiotto","9/19/1999","Luã","Pereira","","M"
"HL1012","5","1/2/2017","755","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","online","Pedro Henrique","6/29/1997","Rafaela","Candido","","F"
"HL1006","2","1/2/2017","564","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","online","Arthur Barreto","3/21/1997","Isabelle","Figueiredo","","F"
"HL1021","2","1/2/2017","12","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Porto Alegre - RS","Carolina Biccas","6/11/1968","Beatriz","Nunes","","F"
"HL1004","2","1/2/2017","120","Apple Watch","Apple","","Smart Watch","1750","","900","1488","Ticket Baixo","Campinas - SP","Diego Amorim","6/7/1983","Bruna","Resinente","","F"
"HL1005","2","1/2/2017","96","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Porto Alegre - RS","Diego Amorim","8/31/1950","Luiza","Santos","","F"
"HL1008","2","1/2/2017","19","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Guarulhos - SP","Diego Amorim","3/10/1981","Ana","Pacheco","","F"
"HL1024","2","1/2/2017","681","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Allan Centurione","4/29/1962","Julia","Soares","","F"
"HL1006","2","1/2/2017","230","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Rio de Janeiro - RJ","Allan Centurione","3/15/1954","Pedro","Araujo","","M"
"HL1017","1","1/2/2017","489","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","Belo Horizonte - MG","Allan Centurione","1/28/1998","Sthefeson","Viríssimo","","M"
"HL1008","1","1/2/2017","638","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Belo Horizonte - MG","Alfredo Araújo","12/20/1991","Guido","Lima","","M"
"HL1014","4","1/3/2017","808","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","5/17/1979","Roberto","Sousa","","M"
"HL1008","4","1/3/2017","85","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","9/8/1962","Guilherme","Santana","","M"
"HL1001","4","1/3/2017","751","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Marcus Cavalcanti","11/16/1950","Mateus","Calbucci","","M"
"HL1013","2","1/3/2017","234","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","online","Marcus Cavalcanti","4/3/1976","Ananda","Rachide","","F"
"HL1001","1","1/3/2017","530","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Niterói - RJ","Marcus Cavalcanti","11/7/1981","Vitor","Silva","","M"
"HL1001","1","1/3/2017","817","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Porto Alegre - RS","Marcus Cavalcanti","9/22/1972","Marina","Maia","","F"
"HL1007","4","1/3/2017","180","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Allan Centurione","6/12/1987","Nathan","Lima","","M"
"HL1007","4","1/3/2017","65","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","8/15/1969","Juliana","Guedes","","F"
"HL1009","4","1/3/2017","765","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Diego Amorim","5/1/1964","Roger","Rachide","","M"
"HL1019","4","1/3/2017","34","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Niterói - RJ","Matheus Leal","1/26/1972","Gabriela","Lima","","F"
"HL1002","4","1/3/2017","337","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","São Paulo - SP","Matheus Leal","9/27/1981","Juan","Tabet","","M"
"HL1017","3","1/3/2017","237","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","Campinas - SP","Natália Candiotto","4/30/1958","Michelle","Oliveira","","F"
"HL1007","3","1/3/2017","752","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Porto Alegre - RS","Natália Candiotto","10/1/1966","Iuri","Cardoso","","M"
"HL1015","3","1/3/2017","80","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Alfredo Araújo","10/24/1954","João","Firmino","","M"
"HL1015","3","1/3/2017","689","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Carolina Biccas","2/12/1990","Anna","Huon","","F"
"HL1015","5","1/3/2017","762","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Carolina Biccas","8/25/1983","Felipe","Ramos","","M"
"HL1007","5","1/3/2017","820","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Carolina Biccas","12/6/1962","Livia","Souza","","F"
"HL1013","5","1/3/2017","445","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","online","Carolina Cotta","6/8/1973","Andre","Soares","","M"
"HL1001","5","1/3/2017","269","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Carolina Cotta","11/15/1985","Amanda","Rotava","","F"
"HL1019","5","1/3/2017","669","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Carolina Cotta","6/22/1988","Bruno","Nucci","","M"
"HL1018","5","1/3/2017","723","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Campinas - SP","Eduardo Julianelli","1/22/1973","Priscila","Chein","","F"
